Artist,Date,Venue,City,DetailLink,Address,PostalCode,Latitude,Longitude
James Blunt,2025-03-04T20:00:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42137617-james-blunt-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Sturgill Simpson,2025-03-04T19:00:00+0100,Paradiso Grote Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42187293-sturgill-simpson-at-paradiso-grote-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
Ksenija Sidorova and Thomas Hampson,2025-03-04,"Kleine Zaal, Concertgebouw Amsterdam","Amsterdam, Netherlands",https://www.songkick.com/concerts/42143990-ksenija-sidorova-at-kleine-zaal-concertgebouw-amsterdam,Concertgebouwplein 2-6,1071 LN,52.35588,4.87903
Jonah Kagen,2025-03-05T20:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42340716-jonah-kagen-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
HENGE,2025-03-05T19:30:00+0100,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42168572-henge-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
RIKAS,2025-03-05T19:00:00+0100,Cinetol,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42294501-rikas-at-cinetol,Tolstraat 182,1074 VM,52.35281,4.90657
Babs,2025-03-05T19:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42289623-babs-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
aespa,2025-03-06T20:00:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42195897-aespa-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
RY X,2025-03-06,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41994872-ry-x-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Martin Kohlstedt,2025-03-06,Het Koninklijk Concertgebouw,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42030406-martin-kohlstedt-at-het-koninklijk-concertgebouw,Concertgebouwplein 2-6,1071LN,52.35597,4.87856
Ditz,2025-03-06T19:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42228332-ditz-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Nadia Reid,2025-03-06T20:00:00+0100,"Paradiso, upstairs","Amsterdam, Netherlands",https://www.songkick.com/concerts/42152003-nadia-reid-at-paradiso-upstairs,Unknown,Unknown,Unknown,Unknown
Yael Deckelbaum,2025-03-06T19:00:00+0100,Amstelkerk,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42277246-yael-deckelbaum-at-amstelkerk,Amstelveld 10,1017JD,52.36229,4.89648
Simon Stuij,2025-03-06T20:30:00+0100,Volta,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42424667-simon-stuij-at-volta,Houtmankade 336,1013,52.38609,4.88184
Valet,2025-03-06T23:00:00+0100,Club Inn,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42465585-valet-at-club-inn,Lijnbaansgracht 238,1017 PH,52.36482,4.88199
RY X,2025-03-07T19:00:00+0100,Paradiso Grote Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41983719-ry-x-at-paradiso-grote-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
dublon,2025-03-07T22:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42357593-dublon-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
"DJ Hype, Uncle Dugs, Kenny Ken, Dj Inter, Dillinja, Fearless, DJ Brockie, Iration Steppas, Mc Det, The Ragga Twins, DJ Rap, Aphrodite, Jumping Jack Frost, Bryan Gee, Demolition Man, DJ Nicky Blackmarket, Moose, MC Moose, Darren Jay, MC Spyda, Navigator, MC Navigator, Shumba Youth, King Yoof, John B, Kleu, Kalia, and Adi-J",2025-03-07T21:00:00+0100,Panama Amsterdam,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42016315-dj-hype-at-panama-amsterdam,Oostelijke Handelskade 4,1019 BM,52.37493,4.93031
Holland Zingt Hazes,2025-03-07T20:00:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42265143-holland-zingt-hazes-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Priori,2025-03-07,Garage Noord,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42456228-priori-at-garage-noord,Gedempt Hamerkanaal 40,1021 KM,52.38557,4.92572
Yael Deckelbaum,2025-03-07T19:30:00+0100,Dominicuskerk,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42277248-yael-deckelbaum-at-dominicuskerk,"Spuistraat 12, 1012 TS",1012 TS,52.377,4.89335
Kingdom of Desire,2025-03-07T20:30:00+0100,Poppodium Q-Factory,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42295260-kingdom-of-desire-at-poppodium-qfactory,Atlantisplein 1,1093 NE,52.35762,4.9304
Maylay Sparks,2025-03-07T18:00:00+0100,Unknown,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42455244-maylay-sparks-at-unknown-venue,Unknown,Unknown,52.37022,4.89517
BIIG PIIG,2025-03-08T19:00:00+0100,Melkweg Max & Oz,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42232229-biig-piig-at-melkweg-max-and-oz,Unknown,1017 PH,52.36493,4.8817
Laura Misch,2025-03-08T20:00:00+0100,Bimhuis,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42423936-laura-misch-at-bimhuis,Piet Heinkade 3,1019,52.37815,4.91283
Holland Zingt Hazes,2025-03-08T20:00:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41805753-holland-zingt-hazes-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
COLLIGNON and Kypski,2025-03-08T20:00:00+0100,Skatecafe,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41941618-collignon-at-skatecafe,Gedempte Hamerkanaal 42,1021 KM,52.38548,4.92553
Saskia Laroo,2025-03-08T18:30:00+0100,TOBACCO Theater,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42349274-saskia-laroo-at-tobacco-theater,Nes 75,1012 KD,52.36962,4.89328
Belfountain,2025-03-08T19:00:00+0100,Parlour,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42222753-belfountain-at-parlour,Cornelis Troostplein 23,1072 JJ,52.35054,4.89079
Swan (Amsterdam),2025-03-08T20:00:00+0100,Melkweg Upstairs,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42284475-swan-amsterdam-at-melkweg-upstairs,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Joia,2025-03-08T20:00:00+0100,Theater City of Wesopa,"Weesp, Netherlands",https://www.songkick.com/concerts/42369751-joia-at-theater-city-of-wesopa,Herengracht 23,1382 AG,52.30887,5.03978
MUZZ (UK),2025-03-08T14:00:00+0100,Lofi,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42422292-muzz-uk-at-lofi,Basisweg 63,1043 AN,52.39125,4.82422
Feid,2025-03-09T20:00:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42298157-feid-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Jamie Miller,2025-03-09T19:00:00+0100,Melkweg OZ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42416452-jamie-miller-at-melkweg-oz,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Kitty Liv,2025-03-09T19:00:00+0100,Paradiso Kleine Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42024360-kitty-liv-at-paradiso-kleine-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
"Ties Mellema, Vinkepeezer, Michiel van Dijk, Jeanine Valeriano, and Tom Aldrich",2025-03-09T20:00:00+0100,GROND,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42410379-ties-mellema-at-grond,Bijdorpstraat 1,1096AP,52.33588,4.92661
Tamino,2025-03-10T20:00:00+0100,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42311220-tamino-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Lalah Hathaway,2025-03-10,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42407212-lalah-hathaway-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Jamie xx,2025-03-11T20:00:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42202621-jamie-xx-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Tindersticks,2025-03-11T19:00:00+0100,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42169105-tindersticks-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Noa (Achinoam Nini),2025-03-11T19:00:00+0100,Liberaal Joodse Gemeente,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42374792-noa-achinoam-nini-at-liberaal-joodse-gemeente,Zuidelijke Wandelweg 41,1079 RK,52.3382,4.89821
MIKE (Rapper),2025-03-11T19:00:00+0100,Melkweg OZ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42266374-mike-rapper-at-melkweg-oz,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Oisin Leech,2025-03-11T19:00:00+0100,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42450418-oisin-leech-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
The Dead South,2025-03-12,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42254164-dead-south-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Lucy Dacus,2025-03-12,Vondelkerk,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42394241-lucy-dacus-at-vondelkerk,Vondelstraat 120-D,1054 GS,52.3613,4.87361
BAYNK,2025-03-12,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42361678-baynk-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Rebecca Black,2025-03-12T19:30:00+0100,Melkweg OZ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42319834-rebecca-black-at-melkweg-oz,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Herman van Veen,2025-03-12,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42120819-herman-van-veen-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
julie (us),2025-03-12,"Paradiso Noord, Tolhuistuin","Amsterdam, Netherlands",https://www.songkick.com/concerts/42242495-julie-us-at-paradiso-noord-tolhuistuin,IJpromenade 2,1031 KT,52.38308,4.90303
Jaya the Cat,2025-03-13T20:00:00+0100,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41680079-jaya-the-cat-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Herman van Veen,2025-03-13,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42120823-herman-van-veen-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Lemon,2025-03-13T22:00:00+0100,Cafe Sound Garden,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42372114-lemon-at-cafe-sound-garden,Marnixstraat 164,Unknown,52.37297,4.8758
Stereocilia,2025-03-13T19:00:00+0100,Dokhuis Galerie,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42372637-stereocilia-at-dokhuis-galerie,Plantagedoklaan 8,Unknown,52.3686,4.91133
Tess Merlot,2025-03-13T20:00:00+0100,De Roode Bioscoop,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42430482-tess-merlot-at-de-roode-bioscoop,Haarlemmerplein 7,1013HP,52.38403,4.88395
Truncate and Marco Ramos,2025-03-13T23:00:00+0100,Club John Doe,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42446370-truncate-at-club-john-doe,Rembrandtplein 31,Unknown,52.36648,4.8976
Herman van Veen,2025-03-14,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42120834-herman-van-veen-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Sun-Mi Hong Quintet,2025-03-14T19:00:00+0100,Bimhuis,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42440270-sunmi-hong-quintet-at-bimhuis,Piet Heinkade 3,1019,52.37815,4.91283
Mathieu Sylvestre,2025-03-14T20:30:00+0100,Vondelbunker,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42438897-mathieu-sylvestre-at-vondelbunker,Vondelpark,Unknown,52.35799,4.86865
Symphony of Magic – The Music of Harry Potter Live,2025-03-14T20:00:00+0100,Rai Amsterdam,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42207057-symphony-of-magic-the-music-of-harry-potter-live-at-rai-amsterdam,24 Europaplein,1078 AA,52.34322,4.89128
Eyecloser,2025-03-14T20:00:00+0100,Café de Afdeling,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42457542-eyecloser-at-cafe-de-afdeling,H. Cleyndertweg 63b,102 5DG,52.402,4.93591
The Butterflies of Babylon 2025,2025-03-14,Gardens of Babylon,"Amsterdam, Netherlands",https://www.songkick.com/festivals/3653044-butterflies-of-babylon/id/42374791-the-butterflies-of-babylon-2025,Unknown,Unknown,Unknown,Unknown
Butterflies in Babylon 2025,2025-03-14,Thuishaven,"Amsterdam, Netherlands",https://www.songkick.com/festivals/3508126-butterflies-in-babylon/id/42389938-butterflies-in-babylon-2025,Contactweg 68,1014 BW,52.39589,4.85527
Holland Zingt Hazes,2025-03-15T20:00:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41805752-holland-zingt-hazes-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
RaNi,2025-03-15T19:00:00+0100,Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42024421-rani-at-tolhuistuin,IJpromenade 2,1031KT,52.38515,4.90023
Viken Arman,2025-03-15T19:00:00+0100,Thuishaven Terrein,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42447308-viken-arman-at-thuishaven-terrein,68 Contactweg,1014 BW,52.39589,4.85527
Herman van Veen,2025-03-15,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42120835-herman-van-veen-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Faux Real,2025-03-15T19:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42326670-faux-real-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Global Charming,2025-03-15T19:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42423529-global-charming-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Symphony of Magic – The Music of Harry Potter Live,2025-03-15T15:00:00+0100,Rai Amsterdam,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42207058-symphony-of-magic-the-music-of-harry-potter-live-at-rai-amsterdam,24 Europaplein,1078 AA,52.34322,4.89128
Be Lion,2025-03-15T21:00:00+0100,8sixA,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42394197-be-lion-at-8sixa,"NDSM-Plein 86a 1033 WB Amsterdam, Paesi Bassi",1033,52.40026,4.8956
Frank van Etten – Feestje op Wielen 2025,2025-03-15T20:30:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/festivals/3664742-frank-van-etten-feestje-op-wielen/id/41917637-frank-van-etten--feestje-op-wielen-2025,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Jalen Ngonda,2025-03-16T19:00:00+0100,Paradiso Grote Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42019705-jalen-ngonda-at-paradiso-grote-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
Ghost Funk Orchestra,2025-03-16T21:30:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42402289-ghost-funk-orchestra-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Hannah Mae,2025-03-16T19:00:00+0100,"Paradiso Noord, Tolhuistuin","Amsterdam, Netherlands",https://www.songkick.com/concerts/42036219-hannah-mae-at-paradiso-noord-tolhuistuin,IJpromenade 2,1031 KT,52.38308,4.90303
Holland Zingt Hazes,2025-03-16T14:30:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42267307-holland-zingt-hazes-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Helicon Glasgow,2025-03-16T15:00:00+0100,De Verbroederij,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42407671-helicon-glasgow-at-de-verbroederij,Unknown,Unknown,Unknown,Unknown
Rick Treffers and Muno Na Baka,2025-03-16T15:30:00+0100,Zaal 100,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42366852-rick-treffers-at-zaal-100,100 De Wittenstraat,1052 BA,52.38294,4.87801
Alex Warren,2025-03-17T20:00:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42311209-alex-warren-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Zaho de Sagazan,2025-03-17,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42228589-zaho-de-sagazan-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
The Rumjacks,2025-03-17T19:00:00+0100,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42243125-rumjacks-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Pelin Vedis,2025-03-17T23:00:00+0100,Club John Doe,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42446369-pelin-vedis-at-club-john-doe,Rembrandtplein 31,Unknown,52.36648,4.8976
Sam Fender,2025-03-18T20:00:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42232310-sam-fender-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Warhaus,2025-03-18T20:00:00+0100,Royal Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42205900-warhaus-at-royal-theater-carre,Amstel 115 /125,1018 EM,52.36195,4.90476
Dirty Loops,2025-03-19T19:00:00+0100,Melkweg Max,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42060543-dirty-loops-at-melkweg-max,Lijnbaansgracht 234a,1017 PH,52.37022,4.89517
Jazz Sabbath,2025-03-19T19:00:00+0100,Splendor Amsterdam,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42109922-jazz-sabbath-at-splendor-amsterdam,Nieuwe Uilenburgerstraat 116,1011 LX,52.3699,4.9033
Herman van Veen,2025-03-19,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42120837-herman-van-veen-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Braindogs,2025-03-19T20:30:00+0100,Poppodium Q-Factory,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41949015-braindogs-at-poppodium-qfactory,Atlantisplein 1,1093 NE,52.35762,4.9304
Symphony of Magic – The Music of Harry Potter Live,2025-03-19T20:15:00+0100,Het Koninklijk Concertgebouw,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42124663-symphony-of-magic-the-music-of-harry-potter-live-at-het-koninklijk-concertgebouw,Concertgebouwplein 2-6,1071LN,52.35597,4.87856
nici,2025-03-19T20:00:00+0100,Vrankrijk,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42427353-nici-at-vrankrijk,Unknown,Unknown,Unknown,Unknown
Alan Walker,2025-03-20T20:00:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42030751-alan-walker-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Oscar & the Wolf and Martha Da’ro,2025-03-20T20:00:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42112583-oscar-and-the-wolf-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Herman van Veen,2025-03-20,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42120838-herman-van-veen-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Jayzo,2025-03-20T23:00:00+0100,Club Inn,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42461353-jayzo-at-club-inn,Lijnbaansgracht 238,1017 PH,52.36482,4.88199
Alec Benjamin,2025-03-21T21:00:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42160942-alec-benjamin-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Orbital,2025-03-21T19:00:00+0100,Paradiso Grote Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42046235-orbital-at-paradiso-grote-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
Coco & Clair Clair,2025-03-21,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42425449-coco-and-clair-clair-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Herman van Veen,2025-03-21,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42120841-herman-van-veen-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Thomas Azier,2025-03-21,Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42449636-thomas-azier-at-tolhuistuin,IJpromenade 2,1031KT,52.38515,4.90023
Moses Yoofee Trio,2025-03-21T19:00:00+0100,Bimhuis,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42284985-moses-yoofee-trio-at-bimhuis,Piet Heinkade 3,1019,52.37815,4.91283
Ben Sims,2025-03-21,Lofi,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42435953-ben-sims-at-lofi,Basisweg 63,1043 AN,52.39125,4.82422
Stormstress,2025-03-21T20:00:00+0100,The Cave,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42373894-stormstress-at-cave,Prinsengracht 472,1017 KG,52.36441,4.88487
Job Alone ( & Friends),2025-03-21,Mulligan's,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42379095-job-alone-and-friends-at-mulligans,Amstel 100,1017AC,52.36698,4.89675
Wishful Singing and Aart Bergwerff,2025-03-21T20:00:00+0100,Westerkerk,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42379866-wishful-singing-at-westerkerk,Prinsengracht 281,1016 GW,52.37444,4.8835
Sico Vox,2025-03-21,De Ebeling,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42391372-sico-vox-at-de-ebeling,Overtoom 52,1054 HK,52.36331,4.87657
Multiple People and Mori Mori,2025-03-21T20:30:00+0100,Cinetol,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42402164-multiple-people-at-cinetol,Tolstraat 182,1074 VM,52.35281,4.90657
TaliaBLE and MC Chickaboo,2025-03-21T23:30:00+0100,Garage Noord,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42436314-taliable-at-garage-noord,Gedempt Hamerkanaal 40,1021 KM,52.38557,4.92572
Skunk Anansie and Grove,2025-03-22T20:00:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42235071-skunk-anansie-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Herman van Veen,2025-03-22,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42120842-herman-van-veen-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Joia,2025-03-22T20:00:00+0100,"Theater Dillewijn, Ankeveen","Amsterdam, Netherlands",https://www.songkick.com/concerts/42369760-joia-at-theater-dillewijn-ankeveen,Stichts End 57,1244 PL,52.26305,5.09761
Sabrina Carpenter,2025-03-23T19:00:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42073267-sabrina-carpenter-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Herman van Veen,2025-03-23,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42120843-herman-van-veen-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Vector and Seun Kuti,2025-03-23T19:00:00+0100,Undercurrent,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42435206-vector-at-undercurrent,Tt. Vasumweg 93,1033 SG,52.40641,4.88719
Lenny Kravitz and Durand Jones & The Indications,2025-03-24T20:00:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42232305-lenny-kravitz-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Bear's Den,2025-03-24T20:00:00+0100,Royal Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42171010-bears-den-at-royal-theater-carre,Amstel 115 /125,1018 EM,52.36195,4.90476
Thus Love,2025-03-24T19:00:00+0100,Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42441050-thus-love-at-tolhuistuin,IJpromenade 2,1031KT,52.38515,4.90023
Marta Arpini,2025-03-24T19:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42406336-marta-arpini-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Bear's Den,2025-03-25T20:00:00+0100,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42149792-bears-den-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Orla Gartland,2025-03-25,Melkweg Max,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42221063-orla-gartland-at-melkweg-max,Lijnbaansgracht 234a,1017 PH,52.37022,4.89517
Gavin James,2025-03-25T19:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42199228-gavin-james-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Soap&Skin,2025-03-25T19:30:00+0100,Melkweg OZ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42294866-soap-and-skin-at-melkweg-oz,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
"Ravi Coltrane, Danilo Pérez, Brian Blade, and John Patitucci",2025-03-25T20:00:00+0100,Muziekgebouw,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42220827-ravi-coltrane-at-muziekgebouw,Piet Heinkade 1,1019BR,52.37835,4.91311
eloi youssef and Kamerata Zuid String Orchestra,2025-03-25,Het Koninklijk Concertgebouw,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41870083-eloi-youssef-at-het-koninklijk-concertgebouw,Concertgebouwplein 2-6,1071LN,52.35597,4.87856
1000mods,2025-03-26T19:00:00+0100,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42438998-1000mods-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Jasper Steverlinck,2025-03-26T19:00:00+0100,Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42332615-jasper-steverlinck-at-tolhuistuin,IJpromenade 2,1031KT,52.38515,4.90023
Loserville 2025,2025-03-26T20:00:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/festivals/3626838-loserville/id/42235068-loserville-2025,De Passage 100,1101 AX,52.31345,4.93719
