Artist,Date,Venue,City,DetailLink,Address,PostalCode,Latitude,Longitude
Katie Tupper,2025-04-20T19:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42396636-katie-tupper-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
LX187,2025-04-20T16:00:00+0200,Amsterdam Centraal Station,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42407473-lx187-at-amsterdam-centraal-station,Stationsplein,1012 AB,Unknown,Unknown
Yildiz Tilbe,2025-04-21T20:30:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42412552-yildiz-tilbe-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Josephine Odhil,2025-04-21T19:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42328726-josephine-odhil-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Usher,2025-04-22T20:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41763126-usher-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
SHEPPARD,2025-04-22T19:00:00+0200,Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42276335-sheppard-at-tolhuistuin,IJpromenade 2,1031KT,52.38515,4.90023
The Slow Readers Club,2025-04-22T19:00:00+0200,Paradiso Grote Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41869475-slow-readers-club-at-paradiso-grote-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
Tay Oskee,2025-04-22T19:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42272012-tay-oskee-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Usher,2025-04-23T20:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41763112-usher-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Sugababes and Rose Gray,2025-04-23T20:00:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42237858-sugababes-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Chase Atlantic,2025-04-24T20:00:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42223206-chase-atlantic-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Beatenberg,2025-04-24,"Paradiso Noord, Tolhuistuin","Amsterdam, Netherlands",https://www.songkick.com/concerts/42199711-beatenberg-at-paradiso-noord-tolhuistuin,IJpromenade 2,1031 KT,52.38308,4.90303
Yevgueni,2025-04-24T19:30:00+0200,Paradiso Kleine Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42164024-yevgueni-at-paradiso-kleine-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
Halflives,2025-04-24T19:00:00+0200,Melkweg at Lovelee,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42423868-halflives-at-melkweg-at-lovelee,Lijnbaansgracht 238,1017 PH,52.36481,4.88183
Usher,2025-04-25T20:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41765386-usher-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Tinlicker,2025-04-25T23:30:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42415522-tinlicker-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Gurriers,2025-04-25T19:00:00+0200,Tolhuistuin IJzaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42284520-gurriers-at-tolhuistuin-ijzaal,Unknown,Unknown,52.37022,4.89517
POMMELIEN THIJS,2025-04-25T19:00:00+0200,Paradiso Grote Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41970110-pommelien-thijs-at-paradiso-grote-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
Usher,2025-04-26T20:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41775468-usher-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
"Klangkarussell, Super Flu, and Helsloot",2025-04-26T20:00:00+0200,Hotel Arena,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42423912-klangkarussell-at-hotel-arena,'s-Gravesandestraat 51,1092 AA,52.36123,4.91633
Mason,2025-04-26T12:30:00+0200,Animal Language Kingsday,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42168912-mason-at-animal-language-kingsday,Unknown,Unknown,Unknown,Unknown
Maestro Jules,2025-04-26T20:15:00+0200,Het Koninklijk Concertgebouw,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42386744-maestro-jules-at-het-koninklijk-concertgebouw,Concertgebouwplein 2-6,1071LN,52.35597,4.87856
Saskia Laroo and Saskia Laroo Band,2025-04-26T16:30:00+0200,De Bullekerk,"Zaandam, Netherlands",https://www.songkick.com/concerts/42462436-saskia-laroo-at-de-bullekerk,Westzijde 75,Unknown,52.44456,4.81883
Verknipt Kingsday 2025,2025-04-26,Taets Art & Event Park,"Zaandam, Netherlands",https://www.songkick.com/festivals/3715819-verknipt-kingsday/id/42444055-verknipt-kingsday-2025,Hemkade 18,1506 PR,52.42051,4.83132
Usher,2025-04-28T20:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41792145-usher-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Chase Atlantic,2025-04-28T20:00:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42232302-chase-atlantic-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Sarah Klang,2025-04-28T19:30:00+0200,Bitterzoet,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42239723-sarah-klang-at-bitterzoet,Spuistraat 2,1012,52.3774,4.89422
Kofi Stone,2025-04-29T19:30:00+0200,Melkweg OZ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42308662-kofi-stone-at-melkweg-oz,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Motorpsycho,2025-04-29T19:00:00+0200,"Paradiso Noord, Tolhuistuin","Amsterdam, Netherlands",https://www.songkick.com/concerts/42274968-motorpsycho-at-paradiso-noord-tolhuistuin,IJpromenade 2,1031 KT,52.38308,4.90303
The Burning Hell,2025-04-29T20:00:00+0200,De Nieuwe Anita,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42269310-burning-hell-at-de-nieuwe-anita,Frederik Hendrikstraat 111,1052 HN,52.37417,4.87269
Twenty One Pilots,2025-04-30T19:30:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41843626-twenty-one-pilots-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Stereophonics,2025-04-30T20:00:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42246599-stereophonics-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Büyük Ev Ablukada,2025-04-30T20:30:00+0200,"Main Hall, Tolhuis","Amsterdam, Netherlands",https://www.songkick.com/concerts/42177257-buyuk-ev-ablukada-at-main-hall-tolhuis,Buiksloterweg 7,1031 CC,52.38311,4.90486
"Francisco, El Hombre",2025-04-30T19:00:00+0200,Toekomstmuziek,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42421657-francisco-el-hombre-at-toekomstmuziek,Unknown,Unknown,Unknown,Unknown
AURORA,2025-05-01T20:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41989615-aurora-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Cassia,2025-05-01T20:00:00+0200,Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42177225-cassia-at-tolhuistuin,IJpromenade 2,1031KT,52.38515,4.90023
Pavel Milyakov,2025-05-01,Garage Noord,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42458330-pavel-milyakov-at-garage-noord,Gedempt Hamerkanaal 40,1021 KM,52.38557,4.92572
Cochise,2025-05-02T19:30:00+0200,Paradiso Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42288112-cochise-at-paradiso-tolhuistuin,Ijpromenade 2,Unknown,52.38308,4.90303
